model,task,file_id,goal_f1,task_success,goal_success,execution_success,failure_type,raw_failure_text
gpt-4o-2024-05-13,Pick up phone,553_1,0.4,,,,relation_grounding,"2026-04-22 14:40:42 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:42 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:42 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'HOLDS_RH', 'to_id': 1000}"
gpt-4o-2024-05-13,Pick up phone,963_2,0.4,,,,relation_grounding,"2026-04-22 14:40:42 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:42 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:42 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'HOLDS_RH', 'to_id': 1000}"
gpt-4o-2024-05-13,Set up table,446_2,0.4,,,,other,2026-04-22 14:40:43 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 446_2 did not pass gold test
gpt-4o-2024-05-13,Watch TV,411_1,0.375,,,,relation_grounding,"2026-04-22 14:40:26 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:26 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:26 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'FACING', 'to_id': 410}"
gpt-4o-2024-05-13,Watch TV,117_1,0.3636,,,,relation_grounding,"2026-04-22 14:40:24 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:24 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:24 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'FACING', 'to_id': 410}"
gpt-4o-2024-05-13,Watch TV,454_2,0.3636,,,,relation_grounding,"2026-04-22 14:40:26 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:26 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:26 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'FACING', 'to_id': 410}"
gpt-4o-2024-05-13,Watch TV,595_1,0.3636,,,,relation_grounding,"2026-04-22 14:40:26 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:26 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:26 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'FACING', 'to_id': 410}"
gpt-4o-2024-05-13,Drink,488_2,0.3636,,,,planning_order,2026-04-22 14:40:29 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:29 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1
gpt-4o-2024-05-13,Drink,662_1,0.3636,,,,relation_grounding,"2026-04-22 14:40:30 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:30 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:30 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'HOLDS_RH', 'to_id': 1000}"
gpt-4o-2024-05-13,Drink,787_1,0.3636,,,,relation_grounding,"2026-04-22 14:40:30 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:30 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:30 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'HOLDS_RH', 'to_id': 1000}"
gpt-4o-2024-05-13,Turn on light,392_1,0.3333,,,,none,
gpt-4o-2024-05-13,Turn on light,715_2,0.3333,,,,relation_grounding,", file 715_2 has hallucination error"
gpt-4o-2024-05-13,Turn on light,874_2,0.3333,,,,planning_order,"2026-04-22 14:40:04 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:04 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:04 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 169, 'class_name': 'light', 'state': 'ON'}"
gpt-4o-2024-05-13,Put groceries in Fridge,152_2,0.3333,,,,relation_grounding,"2026-04-22 14:40:07 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:07 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:07 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 289, 'class_name': 'freezer', 'state': 'OPEN'} | 2026-04-22 14:40:07 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 1000, 'relation_type': 'INSIDE', 'to_id': 289}"
gpt-4o-2024-05-13,Work,101_2,0.3333,,,,none,
gpt-4o-2024-05-13,Work,201_2,0.3333,,,,planning_order,"2026-04-22 14:40:10 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:10 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:10 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 417, 'class_name': 'computer', 'state': 'ON'}"
gpt-4o-2024-05-13,Work,406_2,0.3333,,,,none,
gpt-4o-2024-05-13,Work,409_2,0.3333,,,,none,
gpt-4o-2024-05-13,Work,46_1,0.3333,,,,none,
gpt-4o-2024-05-13,Work,475_2,0.3333,,,,none,
gpt-4o-2024-05-13,Work,757_2,0.3333,,,,none,
gpt-4o-2024-05-13,Wash dishes with dishwasher,327_2,0.3333,,,,other,2026-04-22 14:40:13 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 327_2 did not pass gold test
gpt-4o-2024-05-13,Wash dishes with dishwasher,383_1,0.3333,,,,other,2026-04-22 14:40:13 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 383_1 did not pass gold test
gpt-4o-2024-05-13,Wash dishes with dishwasher,815_2,0.3333,,,,other,2026-04-22 14:40:13 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 815_2 did not pass gold test
gpt-4o-2024-05-13,Go to sleep,181_1,0.3333,,,,none,
gpt-4o-2024-05-13,Wash hands,102_1,0.3333,,,,none,
gpt-4o-2024-05-13,Wash hands,176_1,0.3333,,,,none,
gpt-4o-2024-05-13,Wash hands,549_2,0.3333,,,,none,
gpt-4o-2024-05-13,Pet cat,451_1,0.3333,,,,none,
gpt-4o-2024-05-13,Pet cat,502_1,0.3333,,,,none,
gpt-4o-2024-05-13,Pet cat,856_2,0.3333,,,,none,
gpt-4o-2024-05-13,Listen to music,113_1,0.3333,,,,none,
gpt-4o-2024-05-13,Listen to music,23_1,0.3333,,,,none,
gpt-4o-2024-05-13,Listen to music,463_2,0.3333,,,,planning_order,"2026-04-22 14:40:23 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:23 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:23 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 1000, 'class_name': 'stereo', 'state': 'ON'}"
gpt-4o-2024-05-13,Listen to music,773_1,0.3333,,,,none,
gpt-4o-2024-05-13,Listen to music,953_1,0.3333,,,,none,
gpt-4o-2024-05-13,Watch TV,806_1,0.3333,,,,relation_grounding,"2026-04-22 14:40:27 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:27 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:27 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 410, 'class_name': 'television', 'state': 'ON'} | 2026-04-22 14:40:27 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'FACING', 'to_id': 410}"
gpt-4o-2024-05-13,Drink,175_2,0.3333,,,,relation_grounding,"2026-04-22 14:40:28 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:28 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:28 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'HOLDS_RH', 'to_id': 1000}"
gpt-4o-2024-05-13,Drink,291_1,0.3333,,,,relation_grounding,"2026-04-22 14:40:28 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:28 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:28 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'HOLDS_RH', 'to_id': 1001}"
gpt-4o-2024-05-13,Drink,532_1,0.3333,,,,none,
gpt-4o-2024-05-13,Drink,878_2,0.3333,,,,none,
gpt-4o-2024-05-13,Read book,504_2,0.3333,,,,none,
gpt-4o-2024-05-13,Read book,688_2,0.3333,,,,none,
gpt-4o-2024-05-13,Relax on sofa,124_1,0.3333,,,,none,
gpt-4o-2024-05-13,Relax on sofa,447_2,0.3333,,,,none,
gpt-4o-2024-05-13,Relax on sofa,455_1,0.3333,,,,none,
gpt-4o-2024-05-13,Relax on sofa,742_1,0.3333,,,,none,
gpt-4o-2024-05-13,Relax on sofa,976_1,0.3333,,,,none,
gpt-4o-2024-05-13,Pick up phone,388_1,0.3333,,,,none,
gpt-4o-2024-05-13,Set up table,710_2,0.3333,,,,none,
gpt-4o-2024-05-13,Wash dishes by hand,231_2,0.3333,,,,none,
gpt-4o-2024-05-13,Watch TV,259_1,0.3158,,,,relation_grounding,"2026-04-22 14:40:25 - virtualhome_eval.simulation.evolving_graph.execution - Check walk failed: <television> (410) | 2026-04-22 14:40:25 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:25 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:25 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 410, 'class_name': 'television', 'state': 'ON'} | 2026-04-22 14:40:25 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'FACING', 'to_id': 410}"
gpt-4o-2024-05-13,Change TV channel,803_2,0.3077,,,,other,2026-04-22 14:40:09 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 803_2 did not pass gold test
gpt-4o-2024-05-13,Wash dishes with dishwasher,223_2,0.3077,,,,other,2026-04-22 14:40:13 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 223_2 did not pass gold test
gpt-4o-2024-05-13,Wash dishes with dishwasher,417_2,0.3077,,,,other,2026-04-22 14:40:13 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 417_2 did not pass gold test
gpt-4o-2024-05-13,Wash dishes with dishwasher,911_1,0.3077,,,,other,2026-04-22 14:40:13 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 911_1 did not pass gold test
gpt-4o-2024-05-13,Make coffee,183_2,0.3077,,,,other,2026-04-22 14:40:43 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 183_2 did not pass gold test
gpt-4o-2024-05-13,Turn on light,120_1,0.2857,,,,planning_order,"2026-04-22 14:40:01 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: ADDITIONAL_STEP | 2026-04-22 14:40:01 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 411, 'class_name': 'light', 'state': 'ON'}"
gpt-4o-2024-05-13,Turn on light,160_1,0.2857,,,,planning_order,"2026-04-22 14:40:01 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: ADDITIONAL_STEP | 2026-04-22 14:40:01 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 1002, 'class_name': 'light', 'state': 'ON'}"
gpt-4o-2024-05-13,Turn on light,232_2,0.2857,,,,planning_order,"2026-04-22 14:40:01 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: ADDITIONAL_STEP | 2026-04-22 14:40:01 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: ADDITIONAL_STEP | 2026-04-22 14:40:01 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 1001, 'class_name': 'light', 'state': 'ON'} | 2026-04-22 14:40:01 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 1000, 'class_name': 'light', 'state': 'ON'}"
gpt-4o-2024-05-13,Turn on light,445_1,0.2857,,,,planning_order,"2026-04-22 14:40:03 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: ADDITIONAL_STEP | 2026-04-22 14:40:03 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 1000, 'class_name': 'light', 'state': 'ON'}"
gpt-4o-2024-05-13,Turn on light,708_1,0.2857,,,,planning_order,"2026-04-22 14:40:04 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: ADDITIONAL_STEP | 2026-04-22 14:40:04 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 411, 'class_name': 'light', 'state': 'ON'}"
gpt-4o-2024-05-13,Turn on light,780_1,0.2857,,,,planning_order,"2026-04-22 14:40:04 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: ADDITIONAL_STEP | 2026-04-22 14:40:04 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: ADDITIONAL_STEP | 2026-04-22 14:40:04 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 1000, 'class_name': 'light', 'state': 'ON'} | 2026-04-22 14:40:04 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 411, 'class_name': 'light', 'state': 'ON'}"
gpt-4o-2024-05-13,Turn on light,85_2,0.2857,,,,none,
gpt-4o-2024-05-13,Put groceries in Fridge,1004_2,0.2857,,,,relation_grounding,"2026-04-22 14:40:07 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:07 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:07 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 289, 'class_name': 'freezer', 'state': 'OPEN'} | 2026-04-22 14:40:07 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 1000, 'relation_type': 'INSIDE', 'to_id': 289}"
gpt-4o-2024-05-13,Put groceries in Fridge,703_2,0.2857,,,,relation_grounding,"2026-04-22 14:40:08 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:08 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:08 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 289, 'class_name': 'freezer', 'state': 'OPEN'} | 2026-04-22 14:40:08 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 1000, 'relation_type': 'INSIDE', 'to_id': 289}"
gpt-4o-2024-05-13,Go to toilet,323_2,0.2857,,,,none,
gpt-4o-2024-05-13,Work,1068_1,0.2857,,,,none,
gpt-4o-2024-05-13,Work,234_1,0.2857,,,,none,
gpt-4o-2024-05-13,Work,440_1,0.2857,,,,none,
gpt-4o-2024-05-13,Work,719_2,0.2857,,,,planning_order,"2026-04-22 14:40:12 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:12 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:12 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 417, 'class_name': 'computer', 'state': 'ON'}"
gpt-4o-2024-05-13,Work,93_2,0.2857,,,,planning_order,"2026-04-22 14:40:12 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:12 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:12 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 417, 'class_name': 'computer', 'state': 'ON'}"
gpt-4o-2024-05-13,Wash dishes with dishwasher,487_1,0.2857,,,,other,2026-04-22 14:40:13 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 487_1 did not pass gold test
gpt-4o-2024-05-13,Wash hands,214_1,0.2857,,,,planning_order,2026-04-22 14:40:14 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:14 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1
gpt-4o-2024-05-13,Wash hands,258_2,0.2857,,,,none,
gpt-4o-2024-05-13,Wash hands,657_1,0.2857,,,,none,
gpt-4o-2024-05-13,Pet cat,437_1,0.2857,,,,none,
gpt-4o-2024-05-13,Listen to music,305_2,0.2857,,,,none,
gpt-4o-2024-05-13,Listen to music,462_2,0.2857,,,,none,
gpt-4o-2024-05-13,Watch TV,383_2,0.2857,,,,relation_grounding,"2026-04-22 14:40:25 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:25 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:25 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'FACING', 'to_id': 410}"
gpt-4o-2024-05-13,Drink,814_1,0.2857,,,,planning_order,2026-04-22 14:40:31 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:31 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1
gpt-4o-2024-05-13,Read book,1088_1,0.2857,,,,none,
gpt-4o-2024-05-13,Read book,16_2,0.2857,,,,none,
gpt-4o-2024-05-13,Read book,341_1,0.2857,,,,other,2026-04-22 14:40:33 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 341_1 did not pass gold test
gpt-4o-2024-05-13,Relax on sofa,299_1,0.2857,,,,none,
gpt-4o-2024-05-13,Relax on sofa,321_1,0.2857,,,,none,
gpt-4o-2024-05-13,Relax on sofa,567_2,0.2857,,,,none,
gpt-4o-2024-05-13,Pick up phone,154_1,0.2857,,,,none,
gpt-4o-2024-05-13,Wash clothes,954_2,0.25,,,,other,2026-04-22 14:40:00 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 954_2 did not pass gold test
gpt-4o-2024-05-13,Write an email,1003_2,0.25,,,,planning_order,2026-04-22 14:40:05 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: ADDITIONAL_STEP | 2026-04-22 14:40:05 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: AFFORDANCE_ERROR | 2026-04-22 14:40:05 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=2
gpt-4o-2024-05-13,Work,433_1,0.25,,,,none,
gpt-4o-2024-05-13,Work,437_2,0.25,,,,none,
gpt-4o-2024-05-13,Work,787_2,0.25,,,,none,
gpt-4o-2024-05-13,Work,874_1,0.25,,,,planning_order,"2026-04-22 14:40:12 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:12 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:12 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 417, 'class_name': 'computer', 'state': 'ON'}"
gpt-4o-2024-05-13,Work,91_2,0.25,,,,none,
gpt-4o-2024-05-13,Wash hands,499_1,0.25,,,,planning_order,2026-04-22 14:40:15 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:15 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1
gpt-4o-2024-05-13,Wash hands,710_1,0.25,,,,planning_order,2026-04-22 14:40:16 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:16 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1
gpt-4o-2024-05-13,Wash hands,805_1,0.25,,,,none,
gpt-4o-2024-05-13,Pet cat,297_1,0.25,,,,none,
gpt-4o-2024-05-13,Pet cat,429_1,0.25,,,,none,
gpt-4o-2024-05-13,Listen to music,363_2,0.25,,,,none,
gpt-4o-2024-05-13,Listen to music,503_2,0.25,,,,none,
gpt-4o-2024-05-13,Drink,861_2,0.25,,,,relation_grounding,"2026-04-22 14:40:31 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:31 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:31 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'HOLDS_RH', 'to_id': 1000}"
gpt-4o-2024-05-13,Read book,508_2,0.25,,,,none,
gpt-4o-2024-05-13,Relax on sofa,297_2,0.25,,,,none,
gpt-4o-2024-05-13,Relax on sofa,6_1,0.25,,,,none,
gpt-4o-2024-05-13,Pick up phone,149_1,0.25,,,,relation_grounding,"2026-04-22 14:40:39 - virtualhome_eval.simulation.evolving_graph.execution - Check walk failed: <table> (355) | 2026-04-22 14:40:39 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:39 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:40 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'HOLDS_RH', 'to_id': 1000}"
gpt-4o-2024-05-13,Wash dishes by hand,746_1,0.25,,,,planning_order,2026-04-22 14:40:46 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:46 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1
gpt-4o-2024-05-13,Wash dishes with dishwasher,856_1,0.2353,,,,other,2026-04-22 14:40:13 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 856_1 did not pass gold test
gpt-4o-2024-05-13,Make coffee,310_2,0.2353,,,,other,2026-04-22 14:40:43 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 310_2 did not pass gold test
gpt-4o-2024-05-13,Write an email,986_2,0.2222,,,,planning_order,2026-04-22 14:40:07 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: ADDITIONAL_STEP | 2026-04-22 14:40:07 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: AFFORDANCE_ERROR | 2026-04-22 14:40:07 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=2
gpt-4o-2024-05-13,Work,196_2,0.2222,,,,none,
gpt-4o-2024-05-13,Wash dishes with dishwasher,783_1,0.2222,,,,other,2026-04-22 14:40:13 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 783_1 did not pass gold test
gpt-4o-2024-05-13,Watch TV,225_2,0.2222,,,,relation_grounding,"2026-04-22 14:40:25 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:25 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:25 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'FACING', 'to_id': 410}"
gpt-4o-2024-05-13,Drink,171_2,0.2222,,,,planning_order,2026-04-22 14:40:27 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:27 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1
gpt-4o-2024-05-13,Drink,317_2,0.2222,,,,none,
gpt-4o-2024-05-13,Read book,617_2,0.2222,,,,none,
gpt-4o-2024-05-13,Read book,693_2,0.2222,,,,none,
gpt-4o-2024-05-13,Relax on sofa,204_2,0.2222,,,,none,
gpt-4o-2024-05-13,Relax on sofa,473_1,0.2222,,,,none,
gpt-4o-2024-05-13,Work,343_2,0.2,,,,none,
gpt-4o-2024-05-13,Work,419_1,0.2,,,,none,
gpt-4o-2024-05-13,Work,795_1,0.2,,,,none,
gpt-4o-2024-05-13,Go to sleep,875_1,0.2,,,,none,
gpt-4o-2024-05-13,Wash teeth,1070_1,0.2,,,,relation_grounding,"2026-04-22 14:40:21 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:21 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:21 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'HOLDS_RH', 'to_id': 1001}"
gpt-4o-2024-05-13,Listen to music,1049_1,0.2,,,,none,
gpt-4o-2024-05-13,Read book,896_2,0.2,,,,relation_grounding,"2026-04-22 14:40:35 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'HOLDS_LH', 'to_id': 1000}"
gpt-4o-2024-05-13,Cook some food,1083_2,0.2,,,,other,", file 1083_2 has arguments number error"
